generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1765595685-q7IwPNJe33abCKaT4zJ2,2025-12-13 03:14:45.147,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1550,761,,lois
gen-1765595656-xcal6WjBp6dVg6Rg5dpI,2025-12-13 03:14:15.990,0,,,0,0,18,100,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2513,765,,lois
gen-1765595624-xd3esgbM9hvuW4XTVVJV,2025-12-13 03:13:44.809,0,,,0,0,3,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,175,438,,lois
gen-1765595612-iTHwJjqBxrfjR9BeE3o9,2025-12-13 03:13:32.856,0,,,0,0,17,132,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2497,538,,lois
gen-1765595503-48eiQCTBHQCiaZoYAQJj,2025-12-13 03:11:43.671,0,,,0,0,19,209,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4920,643,,lois
gen-1765595430-wym22D65cqkYYrJOMdhE,2025-12-13 03:10:30.341,0,,,0,0,18,183,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3913,538,,lois
gen-1765595247-zZshfN3vqV0eMavHl8Rf,2025-12-13 03:07:27.389,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,2224,456,,lois
gen-1765595115-wlt0qPz7XWtAD7FuiLGb,2025-12-13 03:05:15.792,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2114,520,,lois
gen-1765595066-vgEBPlgO8xCpehHow83d,2025-12-13 03:04:25.971,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1557,580,,lois
gen-1765594990-JdvGerlwq6WdNX4UcYMU,2025-12-13 03:03:10.558,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1531,785,,lois
gen-1765594946-0A1OTl6ZDydPXcUSXAYc,2025-12-13 03:02:26.467,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,20149,405,,lois
gen-1765594617-RTGKxrjOFdjsgBGfPT9o,2025-12-13 02:56:57.401,0,,,0,0,19,36,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,516,669,,lois
gen-1765594565-pSBdv0E8i4mUxGZU3jVv,2025-12-13 02:56:05.796,0,,,0,0,3,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,626,437,,lois
gen-1765594494-ohLzWIJASp5at1J8TLsf,2025-12-13 02:54:54.489,0,,,0,0,20,35,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,478,475,,lois
gen-1765594429-2AWUsbW5QmtY8kxlfuPG,2025-12-13 02:53:49.163,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,2361,772,,lois
gen-1765594367-zedhDzlnFp3gjQPCEZ3Z,2025-12-13 02:52:47.053,0,,,0,0,18,119,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1741,322,,lois
gen-1765594351-rD9HpfVbKty00Imanh9Q,2025-12-13 02:52:31.357,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,2353,957,,lois
gen-1765593838-jVcvqhpxGUGkxFNoxgIG,2025-12-13 02:43:58.951,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1530,479,,lois
gen-1765593825-zbAyEBEg7bs7TdAmriNO,2025-12-13 02:43:45.187,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1558,745,,lois
gen-1765593791-1iTX09KT0ejjtQkpo19t,2025-12-13 02:43:10.973,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1595,673,,lois
gen-1765593745-HmO7eQL1lgI9702govMC,2025-12-13 02:42:25.318,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1862,795,,lois
gen-1765593632-Cq7atJg6n7uvF2TIMReo,2025-12-13 02:40:32.414,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1577,710,,lois
gen-1765593453-Tv6I0mWAkwqG4deDGbIz,2025-12-13 02:37:33.143,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1611,617,,lois
gen-1765593424-QSBqyxqjQRGGSZncq9dB,2025-12-13 02:37:04.122,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1670,503,,lois
gen-1765592569-bOO7uI95WuYLwI8t5iN1,2025-12-13 02:22:49.234,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1480,652,,lois
gen-1765592516-3h5kYoVpljEfNJ7ev7Pi,2025-12-13 02:21:56.197,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,2223,664,,lois
gen-1765592376-cfC9eK3tQC9i70OoBjkT,2025-12-13 02:19:36.577,0,,,0,0,18,100,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1809,251,,lois
gen-1765592321-V5vBClDW09eu0b3C5kYa,2025-12-13 02:18:41.332,0,,,0,0,18,111,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1786,252,,lois
