generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1765997567-YfF40oLWf79jJ2XRNGRK,2025-12-17 18:52:47.153,0,,,0,0,609,81,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1255,249,,lois
gen-1765997566-o1iwqBP9ldXAnn6AC8Jl,2025-12-17 18:52:46.442,0,,,0,0,524,13,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,294,230,,lois
gen-1765997563-Zddx9rPzhKtPPVItercB,2025-12-17 18:52:43.602,0,,,0,0,575,95,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1870,473,,lois
gen-1765997562-LCBajukvEsa43S6zy4n3,2025-12-17 18:52:42.410,0,,,0,0,506,16,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,270,490,,lois
gen-1765997560-qJbEdcKgr7CFyjTc66KB,2025-12-17 18:52:40.282,0,,,0,0,536,78,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1296,320,,lois
gen-1765997559-tiJrL1yj6LX7JXdK5wie,2025-12-17 18:52:38.973,0,,,0,0,543,29,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,403,519,,lois
gen-1765997556-LHfHqNdG64g4NbLSRh0C,2025-12-17 18:52:36.407,0,,,0,0,487,112,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1517,354,,lois
gen-1765997429-8Mj2JKEknwzebt1Zk0IU,2025-12-17 18:50:29.226,0,,,0,0,313,46,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,827,1022,,lois
gen-1765997427-oqhHAs9ugtcL00dhjFKz,2025-12-17 18:50:27.904,0,,,0,0,544,32,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,536,305,,lois
gen-1765997426-scKgmYSylC7N6YnCPZR8,2025-12-17 18:50:26.114,0,,,0,0,494,27,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7,379,,lois
gen-1765997424-T4SQSeMWosVo3oQgoOdH,2025-12-17 18:50:24.301,0,,,0,0,490,58,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1107,343,,lois
gen-1765996866-pJ6Sl0cOo1gdofJGXWhh,2025-12-17 18:41:06.020,0,,,0,0,368,74,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,936,327,,lois
gen-1765996864-oExUx8A1eB3uhQm9A3RN,2025-12-17 18:41:04.889,0,,,0,0,530,32,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,530,326,,lois
gen-1765996863-wfjcTGZdvoLlHQn3zlr9,2025-12-17 18:41:03.750,0,,,0,0,512,27,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,526,352,,lois
gen-1765996862-2uhRauXHFsRvJAenvAmY,2025-12-17 18:41:02.080,0,,,0,0,478,69,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1168,270,,lois
gen-1765996860-IWr8HqEyNQGE5PYt8xxC,2025-12-17 18:41:00.759,0,,,0,0,511,27,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,618,426,,lois
gen-1765996858-uggzptN34dnFkYspMT1Y,2025-12-17 18:40:58.862,0,,,0,0,425,68,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1494,188,,lois
gen-1765996837-S75UVvxheVZHkrKTmVwj,2025-12-17 18:40:37.866,0,,,0,0,314,48,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,639,931,,lois
gen-1765996836-Cyet19iDbPK0RRsvy9rU,2025-12-17 18:40:36.854,0,,,0,0,476,32,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,274,234,,lois
gen-1765996835-fgFCiXz1mfNUIZB6xrbg,2025-12-17 18:40:35.461,0,,,0,0,492,27,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,514,469,,lois
gen-1765996833-fy7Mu2skgav0yWeOQ3Wq,2025-12-17 18:40:33.721,0,,,0,0,424,48,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,915,243,,lois
gen-1765996375-DL8HURIm54uGue9tuw6r,2025-12-17 18:32:55.119,0,,,0,0,357,115,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1644,349,,lois
gen-1765996373-caDChg8SFsWCg0ieYsIq,2025-12-17 18:32:53.583,0,,,0,0,295,28,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,605,683,,lois
gen-1765996370-mNLEOW6No1XiPxf46D4e,2025-12-17 18:32:50.572,0,,,0,0,306,107,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1942,521,,lois
gen-1765996354-cIOwi3feJvEMy8WGC4NS,2025-12-17 18:32:34.829,0,,,0,0,374,131,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2567,298,,lois
gen-1765996353-a0AOb5WVaWgocvnKqoVd,2025-12-17 18:32:33.410,0,,,0,0,342,22,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,385,461,,lois
gen-1765996347-QkViGtusPNTGGoK09LRi,2025-12-17 18:32:27.472,0,,,0,0,301,330,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4642,575,,lois
gen-1765995117-TYig2ybqmUVYzkXpBHvj,2025-12-17 18:11:57.739,0,,,0,0,341,49,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,656,487,,lois
gen-1765995116-zh6nADUjCPRVmqfCFEyF,2025-12-17 18:11:56.554,0,,,0,0,481,27,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,540,322,,lois
gen-1765995114-kckSjw4wKN3oyeH3YHen,2025-12-17 18:11:54.860,0,,,0,0,260,51,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,935,260,,lois
gen-1765995059-pTmnmc9OCP8rFhsw4bfA,2025-12-17 18:10:59.037,0,,,0,0,303,81,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1076,277,,lois
gen-1765995057-i9zMRaoWOYDL0LbJqDOe,2025-12-17 18:10:57.832,0,,,0,0,492,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,143,474,,lois
gen-1765995056-S4Em1UGXDUbRGEtiTMOd,2025-12-17 18:10:56.174,0,,,0,0,260,60,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,964,226,,lois
gen-1765995046-tCsIsSlPotBODggVRw7n,2025-12-17 18:10:46.323,0,,,0,0,304,76,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1457,321,,lois
gen-1765995045-uJHfZOxfVBq1Q0l2TCdf,2025-12-17 18:10:45.032,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,140,572,,lois
gen-1765995043-DUj9jUpfmUegc7Yc5nGA,2025-12-17 18:10:43.272,0,,,0,0,259,62,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1112,236,,lois
gen-1765994828-L4daOnywNjPYxotSlHQj,2025-12-17 18:07:08.754,0,,,0,0,302,76,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1035,491,,lois
gen-1765994827-TFNMjYH0cl4n1lZDSX2Q,2025-12-17 18:07:07.533,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,137,546,,lois
gen-1765994825-RZ3dSOzwTmlPFlldF2dE,2025-12-17 18:07:05.744,0,,,0,0,259,60,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,995,316,,lois
gen-1765994585-5Si7qlNH7tUDdG3dCe2k,2025-12-17 18:03:05.870,0,,,0,0,278,136,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2455,247,,lois
gen-1765994584-vRSglnwe6rBm7kP9dVcN,2025-12-17 18:03:04.935,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,130,238,,lois
gen-1765994582-zHtZiAu114ybfndrqLER,2025-12-17 18:03:02.838,0,,,0,0,259,60,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,886,594,,lois
gen-1765994559-rnyNYm0GiTVaXCuYcz3S,2025-12-17 18:02:39.033,0,,,0,0,293,149,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1629,203,,lois
gen-1765994558-WuEwv6ggtusFMXBPZkgW,2025-12-17 18:02:38.117,0,,,0,0,563,14,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,370,293,,lois
gen-1765994552-F5yaw1At8hiT6bBD2EFr,2025-12-17 18:02:31.893,0,,,0,0,256,138,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,5308,246,,lois
gen-1765994259-RLvB5iG2ghWE7uz62DJv,2025-12-17 17:57:39.814,0,,,0,0,281,129,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1772,364,,lois
gen-1765994258-17wDoH0da1KeuuAN0tMZ,2025-12-17 17:57:38.792,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,144,243,,lois
gen-1765994256-y2trDZF78Usr17Ply94s,2025-12-17 17:57:36.624,0,,,0,0,259,62,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,790,464,,lois
gen-1765994230-pAlSzLMFcASHADZtOftO,2025-12-17 17:57:10.400,0,,,0,0,414,223,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2315,413,,lois
gen-1765994228-DhDI46ZqQ2TwyTh76ayf,2025-12-17 17:57:08.792,0,,,0,0,548,85,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,993,329,,lois
gen-1765994223-FK9p2xP4fUnJtVB3S15x,2025-12-17 17:57:03.195,0,,,0,0,259,331,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4790,316,,lois
gen-1765993925-qqSETGA3QFDQjCarSW3U,2025-12-17 17:52:05.684,0,,,0,0,280,108,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1392,381,,lois
gen-1765993924-ovp8TwfcWuHxlu26pXBQ,2025-12-17 17:52:04.144,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,139,856,,lois
gen-1765993922-WGzlzWy4vk8g2wvPKs8b,2025-12-17 17:52:02.230,0,,,0,0,259,61,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,893,492,,lois
gen-1765993819-3Mywm2KNDL6XMzXsZcwE,2025-12-17 17:50:19.340,0,,,0,0,279,112,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1344,298,,lois
gen-1765993818-EswhIBSSZ1HRkz01A0yV,2025-12-17 17:50:18.406,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,129,319,,lois
gen-1765993816-DjoU97OLjJvOgUxm6O2Q,2025-12-17 17:50:16.944,0,,,0,0,259,60,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,881,331,,lois
gen-1765993802-tqm1YkNs7hsUIXbmSVUX,2025-12-17 17:50:02.805,0,,,0,0,281,117,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1575,322,,lois
gen-1765993801-4S5CapEnjSBKJjraKe3r,2025-12-17 17:50:01.771,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,127,429,,lois
gen-1765993800-tx0ms5LuBg0Y2Ifd6hBa,2025-12-17 17:50:00.061,0,,,0,0,259,62,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,876,571,,lois
gen-1765993782-udkYlMdsQZNtyFHLChXE,2025-12-17 17:49:42.040,0,,,0,0,319,210,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2168,297,,lois
gen-1765993781-9WAS0yUHgemFaa1i1Nxe,2025-12-17 17:49:41.337,0,,,0,0,539,9,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,132,235,,lois
gen-1765993776-8lUHFAHNZhK5mxE0JWtC,2025-12-17 17:49:36.705,0,,,0,0,256,287,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3738,254,,lois
gen-1765993387-h7Ls3ecegvtwMPWrRT24,2025-12-17 17:43:07.780,0,,,0,0,279,155,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1932,197,,lois
gen-1765993386-3iL5ic9m8Jynx2nmwjSl,2025-12-17 17:43:06.886,0,,,0,0,487,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,142,229,,lois
gen-1765993385-Kzmd3FoBs8j38xtXApfT,2025-12-17 17:43:05.143,0,,,0,0,259,56,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,966,299,,lois
gen-1765993370-1PJKynmx1caGV7GfCelp,2025-12-17 17:42:50.460,0,,,0,0,281,125,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1522,348,,lois
gen-1765993369-HMH4Q9VBeM61V3mMSiqE,2025-12-17 17:42:49.769,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,130,302,,lois
gen-1765993367-sdhoLR0ajNzdohCHn7dX,2025-12-17 17:42:47.870,0,,,0,0,259,62,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,996,517,,lois
gen-1765993355-LVROWPBUFeK8wn1jaF83,2025-12-17 17:42:34.967,0,,,0,0,341,137,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1617,261,,lois
gen-1765993353-b824p4NRCvCiTVMCz8Bf,2025-12-17 17:42:33.162,0,,,0,0,495,66,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1001,301,,lois
gen-1765993351-HRfTnvSvBaXP6iIPgdVN,2025-12-17 17:42:31.152,0,,,0,0,257,66,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1017,572,,lois
gen-1765992933-xaaCtTlJOBSOCes9bK9b,2025-12-17 17:35:33.928,0,,,0,0,281,101,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1126,451,,lois
gen-1765992932-IQGzcDBcIUm8AjHBZPIH,2025-12-17 17:35:32.892,0,,,0,0,491,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,131,454,,lois
gen-1765992931-wAne1hqUZuyWxtexVipM,2025-12-17 17:35:31.095,0,,,0,0,259,62,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,875,423,,lois
gen-1765992917-CXzyiMJlYrWH5vcztwwQ,2025-12-17 17:35:17.778,0,,,0,0,319,216,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2346,250,,lois
gen-1765992916-7wsLobTlryMUdIEShWOV,2025-12-17 17:35:16.864,0,,,0,0,539,9,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,140,448,,lois
gen-1765992911-srAqqM87SZjLNyr9rTEe,2025-12-17 17:35:11.367,0,,,0,0,256,296,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4809,306,,lois
gen-1765992882-HVYrZ31r29w8UcA0Cj7s,2025-12-17 17:34:42.251,0,,,0,0,280,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,140,472,,lois
gen-1765992775-MQdMKPleIPEtqllTNTQy,2025-12-17 17:32:55.839,0,,,0,0,279,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,134,356,,lois
gen-1765992764-GrPgsyWhlHGz6MAl6JUb,2025-12-17 17:32:44.749,0,,,0,0,282,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,123,771,,lois
gen-1765992555-J2U3wt3IH5KuMiGThVj3,2025-12-17 17:29:15.386,0,,,0,0,332,83,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1133,289,,lois
gen-1765992554-jY3NBPB1mTj3XgODHd72,2025-12-17 17:29:14.106,0,,,0,0,483,28,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,506,281,,lois
gen-1765992552-UILghx6WE1ZC5d2PETa6,2025-12-17 17:29:12.124,0,,,0,0,298,52,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,890,499,,lois
gen-1765992538-dpWluMuQdrAyia14RT81,2025-12-17 17:28:58.795,0,,,0,0,288,3,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,136,330,,lois
gen-1765992043-1pL5TWoGS48eLwsfyuQI,2025-12-17 17:20:43.759,0,,,0,0,152,10,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,137,574,,lois
gen-1765992024-kRpEsEwq9RyV8k7X5VGR,2025-12-17 17:20:24.180,0,,,0,0,398,27,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,534,280,,lois
gen-1765991713-UBPaztkuG3Gpl0XCYufc,2025-12-17 17:15:13.700,0,,,0,0,149,40,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,529,643,,lois
gen-1765991631-cJnFB0xY7IBfrud54l5A,2025-12-17 17:13:51.500,0,,,0,0,149,39,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,535,837,,lois
gen-1765991603-cCpbEQIcyYwNcLHJlvp1,2025-12-17 17:13:23.386,0,,,0,0,149,39,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,537,289,,lois
gen-1765831275-JdGOfiRbJJHtbN3wKlYm,2025-12-15 20:41:14.981,0,,,0,0,149,39,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,520,351,,lois
gen-1765831066-dEc7B83ie3KGerj9iItA,2025-12-15 20:37:46.199,0,,,0,0,375,237,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3155,859,,lois
gen-1765831064-5OSLoT7KwGFFlXCrfIpu,2025-12-15 20:37:43.990,0,,,0,0,349,140,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,1723,241,,lois
gen-1765831056-W34TpQVhnKTj1Y0bKyd1,2025-12-15 20:37:36.685,0,,,0,0,152,453,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,6062,538,,lois
gen-1765831042-1qcnmQXIrAoEBUrPbeAP,2025-12-15 20:37:22.714,0,,,0,0,150,12,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,281,636,,lois
gen-1765830732-tAwaBNtnMEsmO4nn9hry,2025-12-15 20:32:12.362,0,,,0,0,371,281,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3805,650,,lois
gen-1765830722-NoG1wWiTMqQ8JRrZNRjI,2025-12-15 20:32:02.054,0,,,0,0,156,572,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8700,1011,,lois
gen-1765825502-nzKslmtDZ6nsFnNl63bY,2025-12-15 19:05:02.157,0,,,0,0,371,262,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3829,235,,lois
gen-1765825492-F6NB4ay8pw7nVqVUPlCF,2025-12-15 19:04:52.791,0,,,0,0,156,579,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8093,338,,lois
gen-1765825245-txnc2aUrurxRb6FOZ4im,2025-12-15 19:00:45.131,0,,,0,0,371,386,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,5634,230,,lois
gen-1765825237-cAn4X6G9RUGFKsgq5ttC,2025-12-15 19:00:37.335,0,,,0,0,156,445,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7218,219,,lois
gen-1765825190-F1Sl7UexbC9e5PuSUXKr,2025-12-15 18:59:50.643,0,,,0,0,371,103,0,google/gemma-3-27b-it,ModelRun,free,true,true,,,,150,300,,lois
gen-1765825181-ydUMScW4iY4dT4XxTrFL,2025-12-15 18:59:41.304,0,,,0,0,156,476,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8266,581,,lois
gen-1765825169-GDS3tDkPumEb99QTc8JD,2025-12-15 18:59:29.662,0,,,0,0,150,12,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,263,300,,lois
gen-1765824665-pqbtCtofiOq9H4y0Ov9Q,2025-12-15 18:51:05.553,0,,,0,0,164,585,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7394,292,,lois
gen-1765824615-At1KoFbgnSvljsSAQblk,2025-12-15 18:50:14.899,0,,,0,0,160,249,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3081,244,,lois
gen-1765824447-aMI90VMnibCX5LqDMfSz,2025-12-15 18:47:27.057,0,,,0,0,112,385,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,5073,269,,lois
gen-1765823697-DLZ6Kc9nHcVk583kO1WS,2025-12-15 18:34:57.363,0,,,0,0,109,1394,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,27926,2259,,lois
gen-1765823138-5B300tEOLbuYkUp5GEow,2025-12-15 18:25:38.828,0,,,0,0,110,460,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8245,458,,lois
gen-1765823105-ojFrYYMbhIqG1HinOp4u,2025-12-15 18:25:05.161,0,,,0,0,110,395,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,6177,392,,lois
gen-1765822998-lH1q8qOtCLsrEMWOYbSO,2025-12-15 18:23:18.246,0,,,0,0,110,430,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,5782,234,,lois
gen-1765807533-ZDsZ7UcYBH5Kza1ClNF7,2025-12-15 14:05:32.935,0,,,0,0,131,793,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,11673,386,,lois
gen-1765807380-SmetpGMHKIxze0cQJ5gl,2025-12-15 14:03:00.296,0,,,0,0,132,427,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7554,238,,lois
gen-1765807092-cGYAG49JNyVeQhbVymkS,2025-12-15 13:58:12.651,0,,,0,0,146,852,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,14112,491,,lois
gen-1765807009-BADsJOoEZ5waYI7dnMOa,2025-12-15 13:56:49.633,0,,,0,0,139,537,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7602,219,,lois
gen-1765806978-M4SqeLg60NZtPzww74df,2025-12-15 13:56:18.597,0,,,0,0,136,214,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3033,294,,lois
gen-1765806950-IfEleqObGJtQDqXvkGl4,2025-12-15 13:55:49.981,0,,,0,0,132,523,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8514,317,,lois
gen-1765806776-xGz4kyTgfHp8qZqKsPJs,2025-12-15 13:52:55.522,0,,,0,0,132,232,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3219,359,,lois
gen-1765806725-cwyy5DKzRsuSpMeub9wG,2025-12-15 13:52:05.638,0,,,0,0,132,444,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7703,462,,lois
gen-1765655913-LWHwylK3gEIiaj9QudO0,2025-12-13 19:58:33.525,0,,,0,0,132,531,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8492,508,,lois
gen-1765655877-FrLhIu1qyJMuaZLgOFUw,2025-12-13 19:57:57.229,0,,,0,0,132,531,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8505,339,,lois
gen-1765655737-d0ikKO0vOPhewzWkIYAS,2025-12-13 19:55:37.446,0,,,0,0,132,531,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7683,217,,lois
gen-1765655721-WNZPxZfhIJHwMMro2iPo,2025-12-13 19:55:21.695,0,,,0,0,132,230,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3312,298,,lois
gen-1765655655-BYrgsNXHaJElMafrIB8b,2025-12-13 19:54:15.394,0,,,0,0,132,530,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,7759,312,,lois
gen-1765655635-Vavu3RAmqRYvSFRRE8fK,2025-12-13 19:53:55.019,0,,,0,0,132,218,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3498,562,,lois
gen-1765653890-MnhYLMraGtA24d2XCIwy,2025-12-13 19:24:50.408,0,,,0,0,1301,399,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,5375,243,,lois
gen-1765653884-XEjlOxLLhggy0RMfb9jy,2025-12-13 19:24:44.941,0,,,0,0,487,365,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4577,359,,lois
gen-1765653879-KQPrTszlyzvVaFHExapn,2025-12-13 19:24:39.895,0,,,0,0,477,302,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4223,276,,lois
gen-1765653872-ECwOdw9VYeJ2OCLTBOzS,2025-12-13 19:24:32.148,0,,,0,0,490,461,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,6792,375,,lois
gen-1765653866-RiWLsymz4WcYRcJgzvnd,2025-12-13 19:24:26.144,0,,,0,0,193,318,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,4773,608,,lois
gen-1765653856-9wvK4KFsMbuO4Xr1kpjn,2025-12-13 19:24:16.665,0,,,0,0,132,531,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,8134,558,,lois
gen-1765653395-ts12t2SBTYoNeVEPxFJN,2025-12-13 19:16:35.080,0,,,0,0,668,441,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,6018,228,,lois
gen-1765653387-unHU5BUkoYkAhtcOa94c,2025-12-13 19:16:27.816,0,,,0,0,174,487,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,6103,528,,lois
gen-1765653383-M0f3Wq5MlZXuaMRK6dnt,2025-12-13 19:16:23.172,0,,,0,0,132,230,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,3299,662,,lois
gen-1765595981-inNzqxmoGLeivnEB1wk5,2025-12-13 03:19:41.174,0,,,0,0,18,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1683,428,,lois
gen-1765595959-BxJvJhVjWO0jfwMhuRfo,2025-12-13 03:19:19.764,0,,,0,0,10,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,4005,467,,lois
gen-1765595815-9tqqn6PI9PMkyOKPiooV,2025-12-13 03:16:54.933,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,53396,1057,,lois
gen-1765595776-gdW0ib2W8fnJOVlfL2XL,2025-12-13 03:16:16.060,0,,,0,0,18,100,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2061,974,,lois
gen-1765595725-9OXJJoCgVUO9fulBovdj,2025-12-13 03:15:25.632,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1767,408,,lois
gen-1765595714-U3warGfGqAdt9LFyE1uD,2025-12-13 03:15:14.740,0,,,0,0,2,0,0,google/gemma-3-27b-it,Google AI Studio,free,false,true,,STOP,stop,1863,758,,lois
gen-1765595702-NIyrp2wjURh2toZqZ4z8,2025-12-13 03:15:02.466,0,,,0,0,18,119,0,google/gemma-3-27b-it,ModelRun,free,false,true,,stop,stop,2435,629,,lois
