timestamp,model_kind,model_name,input_tokens,output_tokens,time_taken
1765994828.717699,AgentType.EXECUTOR,google/gemma-3-27b-it:free,491.0,3.0,0.21660733222961426
1765994830.8136482,AgentType.REACTIVE,google/gemma-3-27b-it:free,302.0,76.0,1.0816853046417236
1765995044.9928486,AgentType.PLANNER,google/gemma-3-27b-it:free,259.0,62.0,1.0344915390014648
1765995046.2881558,AgentType.EXECUTOR,google/gemma-3-27b-it:free,491.0,3.0,0.07819461822509766
1765995048.367781,AgentType.REACTIVE,google/gemma-3-27b-it:free,304.0,76.0,1.6483540534973145
1765995057.7882895,AgentType.PLANNER,google/gemma-3-27b-it:free,519.0,122.0,1.963733196258545
1765995058.9846911,AgentType.EXECUTOR,google/gemma-3-27b-it:free,492.0,3.0,0.07697415351867676
1765995060.758146,AgentType.REACTIVE,google/gemma-3-27b-it:free,303.0,81.0,1.0288012027740479
1765995116.5103066,AgentType.PLANNER,google/gemma-3-27b-it:free,260.0,51.0,0.8723242282867432
1765995117.6931355,AgentType.EXECUTOR,google/gemma-3-27b-it:free,481.0,27.0,0.6152229309082031
1765995119.1347337,AgentType.REACTIVE,google/gemma-3-27b-it:free,341.0,49.0,0.6316213607788086
1765996353.36608,AgentType.PLANNER,google/gemma-3-27b-it:free,301.0,330.0,4.922544240951538
1765996354.7477214,AgentType.EXECUTOR,google/gemma-3-27b-it:free,342.0,22.0,0.25858592987060547
1765996357.893337,AgentType.REACTIVE,google/gemma-3-27b-it:free,374.0,131.0,2.5861754417419434
1765996373.5438783,AgentType.PLANNER,google/gemma-3-27b-it:free,306.0,107.0,2.0506856441497803
1765996375.076863,AgentType.EXECUTOR,google/gemma-3-27b-it:free,295.0,28.0,0.7249228954315186
1765996377.2850332,AgentType.REACTIVE,google/gemma-3-27b-it:free,357.0,115.0,1.8379788398742676
1765996835.4176462,AgentType.PLANNER,google/gemma-3-27b-it:free,424.0,48.0,0.8688321113586426
1765996836.841099,AgentType.EXECUTOR,google/gemma-3-27b-it:free,492.0,27.0,0.6388020515441895
1765996837.8318949,AgentType.PLANNER,google/gemma-3-27b-it:free,900.0,80.0,1.4948878288269043
1765996839.6747375,AgentType.REACTIVE,google/gemma-3-27b-it:free,314.0,48.0,0.7273991107940674
1765996860.7179894,AgentType.PLANNER,google/gemma-3-27b-it:free,1325.0,148.0,3.0001068115234375
1765996862.0675936,AgentType.EXECUTOR,google/gemma-3-27b-it:free,511.0,27.0,0.4893815517425537
1765996863.7128258,AgentType.PLANNER,google/gemma-3-27b-it:free,1803.0,217.0,4.1072187423706055
1765996864.8673797,AgentType.EXECUTOR,google/gemma-3-27b-it:free,512.0,27.0,0.42253899574279785
1765996865.9838283,AgentType.PLANNER,google/gemma-3-27b-it:free,2333.0,249.0,4.8245766162872314
1765996867.498021,AgentType.REACTIVE,google/gemma-3-27b-it:free,368.0,74.0,1.0033855438232422
1765997426.0720868,AgentType.PLANNER,google/gemma-3-27b-it:free,490.0,58.0,1.081486463546753
1765997427.889648,AgentType.EXECUTOR,google/gemma-3-27b-it:free,494.0,27.0,0.034282684326171875
1765997429.1896615,AgentType.PLANNER,google/gemma-3-27b-it:free,1034.0,90.0,1.5959396362304688
1765997431.452554,AgentType.REACTIVE,google/gemma-3-27b-it:free,313.0,46.0,1.3424065113067627
1765997558.9375384,AgentType.PLANNER,google/gemma-3-27b-it:free,487.0,112.0,1.6465983390808105
1765997560.2665842,AgentType.EXECUTOR,google/gemma-3-27b-it:free,543.0,29.0,0.6209859848022461
1765997562.374929,AgentType.PLANNER,google/gemma-3-27b-it:free,1023.0,190.0,3.043164014816284
1765997563.5888717,AgentType.EXECUTOR,google/gemma-3-27b-it:free,506.0,16.0,0.35672497749328613
1765997566.4116056,AgentType.PLANNER,google/gemma-3-27b-it:free,1598.0,285.0,5.201881408691406
1765997567.1401706,AgentType.EXECUTOR,google/gemma-3-27b-it:free,524.0,13.0,0.32810020446777344
1765997568.866078,AgentType.PLANNER,google/gemma-3-27b-it:free,2207.0,366.0,6.595580577850342
1765997569.8764431,AgentType.EXECUTOR,google/gemma-3-27b-it:free,510.0,13.0,0.29590892791748047
1765997571.7369492,AgentType.PLANNER,google/gemma-3-27b-it:free,2851.0,450.0,8.03974986076355
1765997572.8601904,AgentType.EXECUTOR,google/gemma-3-27b-it:free,510.0,13.0,0.41503238677978516
1765997574.709042,AgentType.PLANNER,google/gemma-3-27b-it:free,3531.0,534.0,9.480057716369629
1765997575.8284109,AgentType.EXECUTOR,google/gemma-3-27b-it:free,510.0,13.0,0.3101935386657715
1765997579.011478,AgentType.PLANNER,google/gemma-3-27b-it:free,4246.0,618.0,12.154990434646606
1765997889.6949048,AgentType.PLANNER,google/gemma-3-27b-it:free,490.0,58.0,1.6446900367736816
1765997891.62296,AgentType.EXECUTOR,google/gemma-3-27b-it:free,494.0,27.0,0.9129104614257812
1765997893.0687454,AgentType.PLANNER,google/gemma-3-27b-it:free,1034.0,90.0,2.675391674041748
1765997894.8109634,AgentType.REACTIVE,google/gemma-3-27b-it:free,313.0,46.0,0.8260209560394287
1765997912.1054547,AgentType.PLANNER,google/gemma-3-27b-it:free,1525.0,145.0,3.9850502014160156
1765997913.8324575,AgentType.EXECUTOR,google/gemma-3-27b-it:free,492.0,27.0,0.8003897666931152
1765997916.0153952,AgentType.PLANNER,google/gemma-3-27b-it:free,2070.0,225.0,5.639305591583252
1765997917.1381187,AgentType.EXECUTOR,google/gemma-3-27b-it:free,514.0,3.0,0.37006378173828125
1765997919.1853805,AgentType.PLANNER,google/gemma-3-27b-it:free,2633.0,266.0,7.081615447998047
1765997921.2357044,AgentType.REACTIVE,google/gemma-3-27b-it:free,331.0,65.0,1.2413907051086426
1765998095.6299014,AgentType.PLANNER,google/gemma-3-27b-it:free,490.0,61.0,1.5486266613006592
1765998097.0852995,AgentType.EXECUTOR,google/gemma-3-27b-it:free,498.0,27.0,0.7546546459197998
1765998098.66164,AgentType.PLANNER,google/gemma-3-27b-it:free,1034.0,93.0,2.4476308822631836
1765998100.7384353,AgentType.REACTIVE,google/gemma-3-27b-it:free,313.0,46.0,1.1322500705718994
1765998133.599845,AgentType.PLANNER,google/gemma-3-27b-it:free,1525.0,148.0,3.981827974319458
1765998135.4622996,AgentType.EXECUTOR,google/gemma-3-27b-it:free,492.0,27.0,0.8358700275421143
1765998137.615523,AgentType.PLANNER,google/gemma-3-27b-it:free,2070.0,226.0,5.74084734916687
1765998138.6297824,AgentType.EXECUTOR,google/gemma-3-27b-it:free,513.0,3.0,0.39867329597473145
1765998140.3565269,AgentType.PLANNER,google/gemma-3-27b-it:free,2633.0,258.0,6.346013069152832
1765998143.0425391,AgentType.REACTIVE,google/gemma-3-27b-it:free,330.0,79.0,1.862013816833496
1766003192.5347815,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,45.0,1.330662488937378
1766003193.9747615,AgentType.EXECUTOR,google/gemma-3-27b-it:free,510.0,27.0,0.8316593170166016
1766003196.611314,AgentType.REACTIVE,google/gemma-3-27b-it:free,339.0,81.0,1.7272522449493408
1766003432.5719001,AgentType.PLANNER,google/gemma-3-27b-it:free,278.0,73.0,1.1410086154937744
1766003433.5837388,AgentType.EXECUTOR,google/gemma-3-27b-it:free,534.0,3.0,0.3047220706939697
1766003435.6376421,AgentType.REACTIVE,google/gemma-3-27b-it:free,303.0,106.0,1.135345697402954
1766003530.2530339,AgentType.PLANNER,google/gemma-3-27b-it:free,283.0,115.0,1.949359655380249
1766003531.4785666,AgentType.EXECUTOR,google/gemma-3-27b-it:free,515.0,27.0,0.5117900371551514
1766003532.9251325,AgentType.EXECUTOR,google/gemma-3-27b-it:free,526.0,29.0,0.7319364547729492
1766003535.0827022,AgentType.REACTIVE,google/gemma-3-27b-it:free,396.0,106.0,1.5593266487121582
1766005628.9609644,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,48.0,1.238011121749878
1766005630.6010938,AgentType.EXECUTOR,google/gemma-3-27b-it:free,372.0,27.0,0.8301920890808105
1766005632.3139236,AgentType.REACTIVE,google/gemma-3-27b-it:free,303.0,70.0,0.8961362838745117
1766005803.7175379,AgentType.PLANNER,google/gemma-3-27b-it:free,384.0,66.0,1.5991220474243164
1766005804.991677,AgentType.EXECUTOR,google/gemma-3-27b-it:free,321.0,22.0,0.5241963863372803
1766005807.305171,AgentType.REACTIVE,google/gemma-3-27b-it:free,304.0,118.0,1.6077568531036377
1766005918.44544,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,45.0,0.9261415004730225
1766005919.3738644,AgentType.EXECUTOR,google/gemma-3-27b-it:free,321.0,22.0,0.4222869873046875
1766005921.0643137,AgentType.REACTIVE,google/gemma-3-27b-it:free,302.0,87.0,1.0865509510040283
1766006941.5729115,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,45.0,1.0674378871917725
1766006943.1761546,AgentType.EXECUTOR,google/gemma-3-27b-it:free,372.0,27.0,0.828685998916626
1766006945.4353688,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,81.0,1.2409753799438477
1766007065.2357485,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,45.0,1.0271940231323242
1766007066.6796532,AgentType.EXECUTOR,google/gemma-3-27b-it:free,372.0,27.0,0.6298158168792725
1766007068.0569377,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,81.0,0.7796363830566406
1766007121.2511952,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,46.0,1.0317747592926025
1766007122.3785868,AgentType.EXECUTOR,google/gemma-3-27b-it:free,372.0,27.0,0.7260777950286865
1766007123.8200438,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,81.0,0.8357644081115723
1766007578.8906589,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,41.0,0.8340940475463867
1766007594.4530027,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,52.0,1.2434744834899902
1766007617.5921319,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,48.0,1.2400810718536377
1766007626.391408,AgentType.PLANNER,google/gemma-3-27b-it:free,775.0,209.0,3.600797414779663
1766007683.8541167,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,67.0,1.1455013751983643
1766007804.5585632,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,61.0,1.0480389595031738
1766007867.9182599,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,59.0,1.0902738571166992
1766007918.3401809,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,50.0,1.1313395500183105
1766008031.8081927,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,61.0,1.7515382766723633
1766008333.4787061,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,52.0,1.031930685043335
1766008452.2717094,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,52.0,1.0660552978515625
1766008526.8111515,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,1.0305960178375244
1766008593.0993993,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,0.041290998458862305
1766008710.2122598,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,66.0,1.2361736297607422
1766008736.216601,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,45.0,0.9256353378295898
1766008771.5622075,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,45.0,1.044238805770874
1766008826.2356946,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,47.0,0.6275410652160645
1766008986.0768945,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,86.0,1.4381515979766846
1766008997.3407824,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,56.0,0.8232097625732422
1766009105.9913473,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,69.0,1.3391239643096924
1766009288.1598513,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,78.0,1.2323358058929443
1766009573.7106543,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,50.0,0.8801965713500977
1766009618.4028268,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,395.0,5.224674940109253
1766009670.3404386,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,66.0,0.8410584926605225
1766009671.4472811,AgentType.EXECUTOR,google/gemma-3-27b-it:free,251.0,28.0,0.5160679817199707
1766009672.909778,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,78.0,0.7501332759857178
1766009737.7003124,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,55.0,1.0285816192626953
1766009739.1427803,AgentType.EXECUTOR,google/gemma-3-27b-it:free,241.0,7.0,0.32011961936950684
1766009740.8723462,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,104.0,1.3638441562652588
1766009813.8929307,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,50.0,0.9299626350402832
1766009815.0198708,AgentType.EXECUTOR,google/gemma-3-27b-it:free,236.0,25.0,0.7279880046844482
1766009816.4016848,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,80.0,0.9830269813537598
1766010354.625724,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,85.0,1.294224739074707
1766010356.1056516,AgentType.EXECUTOR,google/gemma-3-27b-it:free,269.0,28.0,0.5208067893981934
1766010357.7802439,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,78.0,1.1716113090515137
1766010392.1851404,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,59.0,0.9702391624450684
1766010415.712597,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,59.0,1.4370627403259277
1766010417.12802,AgentType.EXECUTOR,google/gemma-3-27b-it:free,242.0,66.0,0.9196054935455322
1766010419.2471433,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,76.0,1.0878093242645264
1766010572.1730099,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,74.0,0.929069995880127
1766010574.7285585,AgentType.EXECUTOR,google/gemma-3-27b-it:free,259.0,116.0,1.8491432666778564
1766010576.1902273,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,88.0,0.6459221839904785
1766010630.453744,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,65.0,0.8869578838348389
1766010733.6532395,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,63.0,0.8211603164672852
1766010734.974847,AgentType.EXECUTOR,google/gemma-3-27b-it:free,250.0,28.0,0.5038418769836426
1766010736.9429893,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,120.0,1.245473861694336
1766010846.5067813,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,88.0,1.4429776668548584
1766010847.8167915,AgentType.EXECUTOR,google/gemma-3-27b-it:free,273.0,29.0,0.29721570014953613
1766010849.8889327,AgentType.REACTIVE,google/gemma-3-27b-it:free,267.0,91.0,1.3454201221466064
1766010864.3861718,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,61.0,0.8903210163116455
1766010865.240478,AgentType.EXECUTOR,google/gemma-3-27b-it:free,246.0,16.0,0.3134877681732178
1766010963.644455,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,183.0,2.458444595336914
1766010964.8511288,AgentType.EXECUTOR,google/gemma-3-27b-it:free,290.0,28.0,0.5241565704345703
1766010966.0999584,AgentType.EXECUTOR,google/gemma-3-27b-it:free,271.0,15.0,0.2035067081451416
1766011270.13972,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,68.0,1.1350882053375244
1766011270.743236,AgentType.EXECUTOR,google/gemma-3-27b-it:free,255.0,7.0,0.1010432243347168
1766011285.6691241,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,81.0,1.1012701988220215
1766011287.444879,AgentType.EXECUTOR,google/gemma-3-27b-it:free,268.0,47.0,0.8274514675140381
1766011380.5827324,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,68.0,1.1914057731628418
1766011381.6577554,AgentType.EXECUTOR,google/gemma-3-27b-it:free,254.0,34.0,0.6296746730804443
1766012120.0295029,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,61.0,1.0951201915740967
1766012146.4881866,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,149.0,2.1606054306030273
1766012191.493575,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,68.0,1.2898674011230469
1766012223.3899488,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,124.0,1.8188269138336182
1766012248.790058,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,51.0,0.8319323062896729
1766012382.7345924,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,51.0,0.8353426456451416
1766012383.4462492,AgentType.EXECUTOR,google/gemma-3-27b-it:free,238.0,7.0,0.11444330215454102
1766012448.0402555,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,59.0,1.0931470394134521
1766012449.7008326,AgentType.EXECUTOR,google/gemma-3-27b-it:free,247.0,67.0,1.0379021167755127
1766012550.1466608,AgentType.PLANNER,google/gemma-3-27b-it:free,386.0,54.0,1.0271046161651611
1766012551.1791737,AgentType.EXECUTOR,google/gemma-3-27b-it:free,240.0,7.0,0.3191184997558594
1766012593.982597,AgentType.PLANNER,google/gemma-3-27b-it:free,385.0,345.0,6.566232204437256
1766012595.4407218,AgentType.EXECUTOR,google/gemma-3-27b-it:free,283.0,41.0,0.9570062160491943
1766012597.0555403,AgentType.EXECUTOR,google/gemma-3-27b-it:free,264.0,40.0,0.8314175605773926
1766012600.1193583,AgentType.EXECUTOR,google/gemma-3-27b-it:free,284.0,149.0,2.565800905227661
1766012602.3407853,AgentType.EXECUTOR,google/gemma-3-27b-it:free,271.0,90.0,1.2009024620056152
1766012753.2140212,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,1.2356479167938232
1766012754.751185,AgentType.EXECUTOR,google/gemma-3-27b-it:free,232.0,75.0,1.1369595527648926
1766012764.679818,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,1.2343502044677734
1766012765.787193,AgentType.EXECUTOR,google/gemma-3-27b-it:free,233.0,28.0,0.7045612335205078
1766012807.3233511,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,45.0,0.8691022396087646
1766012908.3656154,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,1.1450345516204834
1766012909.994283,AgentType.EXECUTOR,google/gemma-3-27b-it:free,232.0,75.0,1.2432446479797363
1766013009.8124313,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,0.8088679313659668
1766013011.6800566,AgentType.EXECUTOR,google/gemma-3-27b-it:free,232.0,75.0,1.0393803119659424
1766013100.4532833,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,45.0,0.9191372394561768
1766013102.4773803,AgentType.EXECUTOR,google/gemma-3-27b-it:free,234.0,98.0,1.2130424976348877
1766013230.6023984,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,45.0,0.8227369785308838
1766013232.3316972,AgentType.EXECUTOR,google/gemma-3-27b-it:free,232.0,75.0,1.0170385837554932
1766013413.4935756,AgentType.PLANNER,google/gemma-3-27b-it:free,388.0,52.0,1.0305354595184326
1766013415.0020294,AgentType.EXECUTOR,google/gemma-3-27b-it:free,239.0,31.0,0.6961216926574707
1766013674.4067035,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,1.552905797958374
1766013676.4605875,AgentType.EXECUTOR,google/gemma-3-27b-it:free,232.0,75.0,0.8274309635162354
1766013686.0880024,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,45.0,0.8273816108703613
1766013687.680605,AgentType.EXECUTOR,google/gemma-3-27b-it:free,232.0,73.0,0.9431500434875488
1766013718.9611294,AgentType.PLANNER,google/gemma-3-27b-it:free,396.0,78.0,1.5482101440429688
1766013720.0252838,AgentType.EXECUTOR,google/gemma-3-27b-it:free,230.0,28.0,0.564497709274292
1766013721.4200892,AgentType.EXECUTOR,google/gemma-3-27b-it:free,231.0,26.0,0.7275650501251221
1766013980.2854776,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,47.0,1.283916711807251
1766013981.7214553,AgentType.EXECUTOR,google/gemma-3-27b-it:free,236.0,28.0,0.7274963855743408
1766013983.4351895,AgentType.REACTIVE,google/gemma-3-27b-it:free,362.0,70.0,1.213721752166748
1766014000.04756,AgentType.PLANNER,google/gemma-3-27b-it:free,390.0,76.0,1.6462929248809814
1766014001.3810134,AgentType.EXECUTOR,google/gemma-3-27b-it:free,230.0,28.0,0.5198261737823486
1766014002.7501078,AgentType.EXECUTOR,google/gemma-3-27b-it:free,231.0,26.0,0.5461087226867676
1766014004.4413667,AgentType.REACTIVE,google/gemma-3-27b-it:free,414.0,81.0,1.1225473880767822
1766014019.0384357,AgentType.PLANNER,google/gemma-3-27b-it:free,389.0,42.0,0.8742291927337646
1766014036.5083385,AgentType.PLANNER,google/gemma-3-27b-it:free,394.0,74.0,1.7132916450500488
1766014037.642846,AgentType.EXECUTOR,google/gemma-3-27b-it:free,230.0,28.0,0.5304913520812988
1766014038.894102,AgentType.EXECUTOR,google/gemma-3-27b-it:free,230.0,25.0,0.5564122200012207
1766014040.8195395,AgentType.REACTIVE,google/gemma-3-27b-it:free,401.0,124.0,1.4567649364471436
1766014386.6727893,AgentType.PLANNER,google/gemma-3-27b-it:free,385.0,164.0,2.4213881492614746
1766014388.2942128,AgentType.EXECUTOR,google/gemma-3-27b-it:free,253.0,63.0,0.7675929069519043
1766014389.5805275,AgentType.EXECUTOR,google/gemma-3-27b-it:free,285.0,24.0,0.5859334468841553
1766014392.3839233,AgentType.REACTIVE,google/gemma-3-27b-it:free,495.0,233.0,2.194042205810547
1766014396.8536167,AgentType.PLANNER,google/gemma-3-27b-it:free,772.0,212.0,3.1464006900787354
1766014397.979625,AgentType.EXECUTOR,google/gemma-3-27b-it:free,234.0,56.0,0.7264149188995361
1766014401.1459985,AgentType.REACTIVE,google/gemma-3-27b-it:free,472.0,236.0,2.3572819232940674
1766014514.4012313,AgentType.PLANNER,google/gemma-3-27b-it:free,387.0,44.0,0.9204351902008057
1766014516.0439014,AgentType.EXECUTOR,google/gemma-3-27b-it:free,233.0,63.0,0.9264836311340332
1766014519.623915,AgentType.REACTIVE,google/gemma-3-27b-it:free,384.0,212.0,2.629857063293457
1766014523.7214797,AgentType.PLANNER,google/gemma-3-27b-it:free,775.0,103.0,2.0481629371643066
